segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len,health_score,anomaly_risk,maintenance_priority
372,0,0,CADC0884,5,374,76,0.6590833947368421,0.1113235717148441,0.3336518720385728,-1.4497388318608468,0.0921303767551071,3,1,1,15,30,0.0008379994472888,0.0001929899465933,1868,380,0.0002976566088632,0.0014647838383532,77.64460793894447,22.355392061055525,Medium
373,0,1,CADC0884,5,410,81,0.6731757530864197,0.1023409916675439,0.3199077861939968,-1.4786127403875604,0.1459371084510046,1,1,1,8,29,0.0006722023551493,0.0001018496456904,2200,405,0.0002496121747988,0.0012634690329326,78.52769358341453,21.472306416585468,Medium
374,0,1,CADC0884,5,385,78,0.7014715512820512,0.0967987090470678,0.3111249090752264,-1.353174286610778,0.2014364145660254,1,1,1,10,20,0.0007071996331681,9.923274498943932e-05,1925,390,0.000251425218304,0.001241009090347,78.92098588149773,21.079014118502272,Medium
375,0,1,CADC0884,5,375,76,0.6904580263157896,0.0974892378155782,0.3122326661571115,-1.4996179263517722,0.0833981438188597,1,1,1,12,24,0.0007197884160824,0.0001054322891709,1875,380,0.0002599713008415,0.0012827531291523,79.249114228975,20.750885771024997,Medium
376,0,1,CADC0884,5,375,76,0.7131173684210527,0.0837228462184432,0.289349004177383,-1.4191020960696847,0.1364410058672374,1,1,1,12,26,0.0006382608108088,0.0001175229863529,1875,380,0.0002232609232491,0.001101616397611,80.64391098642267,19.356089013577332,Low
377,0,1,CADC0884,5,375,76,0.6665723947368423,0.0634675090305546,0.251927586878759,-1.399238624874814,0.1825138036950315,1,1,1,15,25,0.0005003800615171,0.0001092264353177,1875,380,0.0001692466907481,0.0008350988030336,82.96063217216752,17.03936782783248,Low
378,0,1,CADC0884,5,360,73,0.6886939863013698,0.0901985033393833,0.3003306566759101,-1.456772548884851,0.078194250281913,1,1,1,8,25,0.0007149664819303,7.563286281531423e-05,1800,365,0.0002505513981649,0.0012355959361559,80.07066435107453,19.929335648925473,Low
379,0,1,CADC0884,5,375,76,0.6428869342105262,0.094835981232193,0.3079545116282485,-1.4607304898198044,0.1245006662923988,1,1,1,8,25,0.0006959251445717,6.045416451132186e-05,1875,380,0.0002528959499525,0.0012478418583183,79.41842503591813,20.581574964081867,Medium
380,0,1,CADC0884,5,415,84,0.6178833452380952,0.093808626201726,0.3062819390720355,-1.44704963331851,0.1933850540571955,1,1,1,9,27,0.0005729125559529,6.820144114693642e-05,2075,420,0.0002260448824137,0.0011167693595443,79.35275358929002,20.647246410709982,Medium
381,0,0,CADC0884,5,380,77,0.6249484285714285,0.094947228587076,0.3081350817207869,-1.4567765541203903,0.0828319998837778,1,1,1,4,23,0.0006771812096057,6.875379796195518e-05,1900,385,0.0002498611278607,0.0012330808907412,79.5245626361187,20.475437363881298,Medium
382,0,0,CADC0884,5,370,75,0.6405692933333333,0.0866060868005006,0.2942891211045706,-1.432385621315664,0.015467355578299,1,1,1,11,21,0.0006459944462651,8.468366487746301e-05,1850,375,0.0002340705048662,0.0011547478240066,80.65969570480112,19.340304295198877,Low
383,0,1,CADC0884,5,390,79,0.6409399746835444,0.062755200824455,0.2505098816902341,-1.4757951083380667,0.1107400617251641,1,1,1,15,27,0.0004392900600848,9.89259202192614e-05,1950,395,0.0001609107713447,0.0007943696306893,83.30212475933055,16.697875240669447,Low
384,0,0,CADC0884,5,380,77,0.6477450779220778,0.0533226463891368,0.2309169686037317,-1.4335885171030216,0.1775405155827127,1,1,1,13,24,0.000400409370074,7.337664824000017e-05,1900,385,0.0001403227536556,0.0006925019011576,84.302060182133,15.697939817866995,Low
385,0,1,CADC0884,5,365,74,0.6835975540540541,0.062561251632247,0.2501224732650928,-1.5065551788793234,0.1007919103305332,1,1,1,11,25,0.0004970467461572,8.631594064795546e-05,1825,370,0.0001714006894034,0.0008454223193546,83.36109803485785,16.638901965142153,Low
386,0,1,CADC0884,5,360,73,0.6994167397260274,0.051348004485398,0.2266009807688351,-1.4478597886530205,0.1349212986404398,1,1,1,13,22,0.0004252227733979,8.022503226185309e-05,1800,365,0.0001426333457927,0.0007033973217177,84.68404633932758,15.31595366067242,Low
387,0,1,CADC0884,5,385,78,0.7013925512820511,0.0458095616872473,0.2140316838396767,-1.4175265890439717,0.1521783356645238,1,1,1,14,24,0.0003359050567785,6.445676374930719e-05,1925,390,0.0001189858745123,0.0005873020729134,85.37573530604257,14.624264693957429,Low
388,0,0,CADC0884,5,360,71,0.7524499718309859,0.0538473464363372,0.2320503101405754,-1.4863956295597196,-0.0754196663803256,1,1,1,7,22,0.0004796850413428,0.0001137285695694,1950,355,0.0001495759623231,0.0007584133300892,84.9614808786933,15.038519121306706,Low
389,0,1,CADC0884,5,380,77,0.7615751558441558,0.0522426239448848,0.2285664541110195,-1.4492604943972132,0.0222358033462596,1,1,1,16,24,0.0003931637405803,0.0001042976616355,1900,385,0.0001374805893286,0.0006784756356478,84.89049203682733,15.109507963172675,Low
390,0,1,CADC0884,5,420,85,0.7221493176470588,0.0358803016501226,0.1894209641252061,-1.4619996474943264,0.2329188492340924,2,1,1,19,30,0.0002467898277239,0.0001030787428988,2100,425,8.542928964314913e-05,0.0004221211958837,86.575334400552,13.424665599448005,Low
391,0,1,CADC0884,5,370,75,0.7288632133333334,0.0324410617215811,0.1801140242223829,-1.3990693712584097,0.0681016718155672,1,1,1,11,26,0.0002522320726515,4.505256034302865e-05,1850,375,8.767854519346258e-05,0.000432547489621,87.52027101640164,12.479728983598363,Low
392,0,1,CADC0884,5,355,72,0.7289035555555555,0.0383841566365524,0.1959187500892971,-1.4976654428771343,0.0510325565181207,1,1,1,15,26,0.0003354302613239,9.684163184571409e-05,1775,360,0.0001081243848916,0.0005331132866187,86.73345013402543,13.266549865974568,Low
393,0,1,CADC0884,5,370,75,0.7082918399999999,0.0353694086045343,0.1880675639352368,-1.4501455093256477,0.0937045632194515,1,1,1,15,25,0.0002900018374667,8.144546527453559e-05,1850,375,9.559299622847132e-05,0.0004715921147271,87.03213124584609,12.967868754153912,Low
394,0,1,CADC0884,5,410,83,0.6842630843373494,0.046928928675282,0.216630858086474,-1.3536793781696044,0.0829242900579645,1,1,1,9,25,0.0002966200462207,4.123747646364852e-05,2050,415,0.000114460801647,0.0005654087792202,85.39608899912432,14.603911000875684,Low
395,0,0,CADC0884,5,385,78,0.659582,0.0711110305661795,0.2666665156448771,-1.4787554255681357,-0.0489306457470191,1,1,1,10,27,0.0004992054403653,9.429366126315788e-05,1925,390,0.0001847039754965,0.0009116798790535,82.719189219393,17.280810780607,Low
396,0,1,CADC0884,5,400,81,0.6537262592592592,0.0653911176676735,0.2557168701272435,-1.4316535577213736,0.0368902172236543,1,1,1,13,29,0.0004301237437423,7.9670475904182e-05,2000,405,0.0001634777941691,0.0008072977489836,83.16415995292807,16.835840047071926,Low
397,0,0,CADC0884,5,410,83,0.6512172530120482,0.0496801089049119,0.2228903517537533,-1.4078716563103135,0.1547513969077434,1,1,1,17,26,0.0003272033308056,7.31920315842098e-05,2050,415,0.000121170997329,0.0005985555289748,84.84495601255041,15.155043987449588,Low
398,0,1,CADC0884,5,390,79,0.6617712658227848,0.0554611592734609,0.2355019305089896,-1.513227986916391,0.064370503027142,1,1,1,10,26,0.0003894278369594,7.787275441288625e-05,1950,395,0.0001422081007011,0.0007020399908033,84.38715640536147,15.612843594638534,Low
399,0,1,CADC0884,5,415,84,0.6665397619047619,0.0478134430227766,0.2186628524070255,-1.452361685073876,0.1509464266058956,1,1,1,19,30,0.0003108578978557,7.666021134220684e-05,2075,420,0.0001152131157175,0.000569207655033,85.1298564023957,14.870143597604297,Low
400,0,1,CADC0884,5,400,81,0.6735073086419754,0.0439248961191269,0.2095826713235781,-1.4956732701777244,0.1174425885421316,1,1,1,12,22,0.00029823457754,7.612989546931605e-05,2000,405,0.0001098122402978,0.0005422826681373,85.77649755914123,14.223502440858766,Low
401,0,1,CADC0884,5,420,85,0.6561139176470588,0.0665878981825697,0.2580463101510457,-1.3263800979788267,0.0441448371518981,1,1,1,10,30,0.0003976021560623,8.379354092611414e-05,2100,425,0.0001585426147204,0.0007833870374419,82.94816081396027,17.05183918603973,Low
402,0,1,CADC0884,5,410,83,0.6200768072289158,0.105286575961023,0.324478929918451,-1.434496038898301,-0.0019549850241866,1,1,1,9,27,0.000630313614225,7.152998474074069e-05,2050,415,0.0002567965267342,0.0012685129633858,78.6068992119314,21.393100788068594,Medium
403,0,0,CADC0884,5,420,85,0.5966631764705883,0.1069603680199571,0.327047959816228,-1.4554809826762758,0.0869296680859507,1,1,1,9,27,0.000629179336835,8.785212461634484e-05,2100,425,0.0002546675429046,0.001258357270823,78.18059319156232,21.819406808437677,Medium
404,0,1,CADC0884,5,470,95,0.5679791894736842,0.1041420594230588,0.3227104885544609,-1.448538007907685,0.2260704487578738,1,1,1,11,30,0.0004993695931313,5.417213963232723e-05,2350,475,0.0002215788498362,0.0010962322044532,78.11735673876773,21.882643261232275,Medium
405,0,1,CADC0884,5,435,88,0.5860178522727272,0.1027609892387168,0.3205635494542647,-1.4254002022515593,0.1778951248925168,1,1,1,12,27,0.0005758903447356,6.924838912128199e-05,2175,440,0.0002362321591694,0.0011677385140763,78.38157960401887,21.618420395981133,Medium
406,0,0,CADC0884,5,415,84,0.635993238095238,0.1059274655758718,0.3254649990027681,-1.4902051918917674,0.0801643262609745,1,1,1,14,27,0.0006367964316934,6.77657915823914e-05,2075,420,0.0002552469050021,0.0012610412568556,78.33081541788081,21.669184582119186,Medium
407,0,1,CADC0884,5,420,85,0.6236049529411765,0.0928497842709154,0.3047126257162893,-1.430979181533028,0.1722525894999655,1,1,1,17,25,0.0005632126268201,8.099334141529969e-05,2100,425,0.0002210709149307,0.0010923504031872,79.51418255994261,20.48581744005739,Medium
408,0,1,CADC0884,5,430,87,0.6669478160919541,0.1013151320076903,0.318300380156371,-1.376501398040142,0.1678586299533774,1,1,1,18,31,0.0006038152626231,0.0001427084101029,2150,435,0.0002356165860643,0.0011645417472148,78.53736101075397,21.46263898924603,Medium
409,0,1,CADC0884,5,475,96,0.6521156458333333,0.138191632662187,0.3717413518324092,-1.4756566402458655,0.1907923963255202,1,1,1,15,30,0.0006716232959406,0.0001385879482694,2375,480,0.000290929752973,0.0014394961735644,74.5493760118994,25.450623988100602,Medium
410,0,0,CADC0884,5,425,86,0.6502747360465115,0.1473094162368086,0.3838090882676029,-1.4524084074348282,0.040448626747738,2,1,1,13,29,0.0008675798331117,0.0001549351444728,2125,430,0.0003466103911454,0.0017129001888001,73.98690353556442,26.013096464435577,Medium
411,0,1,CADC0884,5,470,95,0.5874935810526315,0.1537190572825882,0.3920702198364322,-1.4370423119077589,0.2035645405111199,1,1,1,8,28,0.0007312009433493,8.17934752120246e-05,2350,475,0.0003270618240055,0.0016180953398167,72.88807191997338,27.111928080026615,Medium
412,0,1,CADC0884,5,455,92,0.5975520869565218,0.1328251017719924,0.364451782506263,-1.4415979032476882,0.1760072361862223,1,1,1,15,32,0.0006814380487016,0.0001127742263611,2275,460,0.0002919233005977,0.0014437511062173,75.1348666573432,24.865133342656804,Medium
413,0,1,CADC0884,5,465,94,0.5350706468085107,0.1347357072171324,0.3670636282950579,-1.368829387604099,0.2937149916052211,1,1,1,14,26,0.0007193229305416,0.000219403506526,2325,470,0.0002897542090691,0.0014333585874163,74.55233000199479,25.44766999800521,Medium
414,0,1,CADC0884,5,475,96,0.5333816947916666,0.1609945255258098,0.4012412310889919,-1.4295716879152995,0.1862947459154798,1,1,1,9,27,0.0007575405887142,7.769318136356368e-05,2375,480,0.0003389358432122,0.0016770263075605,72.1912176308686,27.808782369131393,Medium
415,0,0,CADC0884,5,480,97,0.4914537226804124,0.1753690406712217,0.4187708689381602,-1.5059650271599396,0.1877522107311542,1,1,1,12,26,0.0008440116745118,0.0001129092263334,2400,485,0.000365352168065,0.0018079282543424,70.77029498648326,29.229705013516735,Medium
416,0,1,CADC0884,5,495,100,0.449637354,0.1764108934122352,0.4200129681476933,-1.467135224623707,0.3137465097094039,1,1,1,9,22,0.0008337793655789,0.0001059150089775,2475,500,0.000356385643257,0.0017641089341223,70.29253963822896,29.70746036177104,Medium
417,0,0,CADC0884,5,490,99,0.4471570801010101,0.1747720316832461,0.4180574502185628,-1.4468932758775337,0.3267407803121931,1,1,1,8,23,0.0008263695282028,6.136694816962263e-05,2450,495,0.00035667761568,0.0017653740574065,70.41189288113492,29.588107118865082,Medium
418,0,1,CADC0884,5,490,99,0.4669351535353535,0.1838170011392075,0.42873884958003,-1.4489820906706654,0.307561678301684,1,1,1,5,24,0.0008662809521671,6.760212884742277e-05,2450,495,0.0003751367370187,0.0018567373852445,69.56597413282888,30.434025867171115,Medium
419,0,1,CADC0884,5,495,100,0.4716769698999999,0.196929161827511,0.443767013000641,-1.4266258925226696,0.3715246081991266,1,1,1,9,22,0.000925774573309,8.992266533629604e-05,2475,500,0.0003978366905606,0.0019692916182751,68.08051231505317,31.91948768494683,Medium
420,0,0,CADC0884,5,475,96,0.4743670541666667,0.1909889482506041,0.4370228234893506,-1.4133037634159165,0.3967348103475012,1,1,1,10,19,0.0010333018484838,0.0002053343518056,2375,480,0.000402081996317,0.0019894682109437,68.55678109140811,31.443218908591888,Medium
421,0,0,CADC0884,5,505,102,0.4278868784313726,0.1542375275392923,0.3927308589088618,-1.247018505852078,0.5484232889709791,1,1,1,10,28,0.0008101584343062,9.971739811683797e-05,2525,510,0.0003054208466124,0.0015121326229342,71.74847618311168,28.251523816888323,Medium
422,0,1,CADC0884,5,440,89,0.3490531707865168,0.1093666442030768,0.3307062808642692,-1.3037147455190896,0.5799816198821022,1,1,1,7,13,0.0008389335397737,0.0002603554625517,2200,445,0.0002485605550069,0.0012288386989109,76.39901686684925,23.60098313315075,Medium
423,0,1,CADC0884,5,505,102,0.4296718519607844,0.1602042522995764,0.4002552339440128,-1.2863691299269338,0.5248651226614576,1,1,1,7,20,0.0008338576613519,0.0001657510444486,2525,510,0.0003172361431674,0.0015706299245056,71.2222523803566,28.777747619643407,Medium
424,0,1,CADC0884,5,475,96,0.4148689354166666,0.1710442761340272,0.4135749945705461,-1.3538737824337717,0.4920845669612822,1,1,1,9,25,0.000963595021927,0.0001402217611931,2375,480,0.0003600932129137,0.0017817112097294,70.2405566766496,29.759443323350396,Medium
425,0,1,CADC0884,5,530,107,0.3797218114953271,0.161322333397868,0.4016495156201088,-1.2272991677044724,0.5740419508240183,1,1,1,11,27,0.0007461280994051,9.431160539281288e-05,2650,535,0.000304381761128,0.0015076853588585,70.95883409471497,29.041165905285027,Medium
426,0,1,CADC0884,5,555,112,0.424426425,0.1779523273019288,0.4218439608456293,-1.407554856214682,0.4212499713099642,1,1,1,10,22,0.0007415282398735,0.0001983595428381,2775,560,0.0003206348239674,0.0015888600651957,69.81556337812567,30.184436621874326,Medium
427,0,0,CADC0884,5,630,127,0.4050869937007873,0.179558565408911,0.4237435137071847,-1.382291983000263,0.4799607171248217,2,1,1,12,26,0.0006046145791249,0.0001033443231121,3150,635,0.0002850135958871,0.0014138469717237,69.50569340101816,30.494306598981836,Medium
428,0,1,CADC0884,5,620,125,0.4091149991999999,0.1755871942880257,0.4190312569344031,-1.3942633050908444,0.4579629468153545,1,1,1,14,23,0.000609004834734,0.0001595103197808,3100,625,0.0002832051520774,0.0014046975543042,69.96359287538914,30.03640712461086,Medium
429,0,0,CADC0884,5,620,125,0.3903554564,0.1895567893296371,0.4353812000186011,-1.2078225776662312,0.6189020992756833,1,1,1,9,24,0.0006973034224355,9.97784237270324e-05,3100,625,0.0003057367569832,0.001516454314637,68.02577248150367,31.974227518496335,Medium
430,0,1,CADC0884,5,595,120,0.4113571160833333,0.1936385780831538,0.4400438365471715,-1.2281085807348036,0.5922767334982192,1,1,1,10,19,0.0007835742455446,0.000172967200643,2975,600,0.000325442988375,0.0016136548173596,67.6944587473449,32.305541252655104,Medium
431,0,1,CADC0884,5,695,140,0.4407520425714286,0.1973982503363817,0.4442952288021803,-1.201875315397058,0.6308205778536456,2,1,1,17,45,0.0006399098495255,0.0001454028161081,3475,700,0.0002840262594768,0.0014099875024027,67.23183489383506,32.76816510616494,Medium
432,0,1,CADC0884,5,665,134,0.4207552850746268,0.1501622470477654,0.3875077380488878,-1.3858350169757048,0.4484664773931038,2,1,1,20,40,0.0004610943688499,8.89774130646973e-05,3325,670,0.0002258078902973,0.0011206137839385,72.57646818528882,27.423531814711183,Medium
433,0,0,CADC0884,5,770,155,0.3567922406451613,0.1545165754947993,0.3930859645100538,-1.1685023796071896,0.644834554195536,1,1,1,7,12,0.0004452618361619,0.0002121067301163,3850,775,0.0002006708772659,0.0009968811322245,71.4621130399251,28.5378869600749,Medium
434,0,1,CADC0884,5,765,154,0.3276229948051948,0.144966080424059,0.3807441141029747,-1.1927363664358217,0.6581924479496735,1,1,1,14,21,0.0004126390823883,0.0001333368039605,3825,770,0.0001894981443451,0.0009413381845718,72.42449667712475,27.57550332287525,Medium
435,0,1,CADC0884,5,830,167,0.2264603606586826,0.0831689904182288,0.2883903438366632,-0.837962579803492,0.8699466863890988,2,1,1,12,27,0.0002216295246186,5.216978002557197e-05,4150,835,0.0001002036029135,0.0004980179066959,78.41084441472759,21.589155585272408,Medium
436,0,1,CADC0884,5,780,157,0.2387851687898089,0.0898548944775897,0.2997580599042997,-0.8497195012996839,0.8539007018330359,1,1,1,4,20,0.0002919221308696,0.0001594976816696,3900,785,0.0001151985826635,0.000572324168647,77.67268432155714,22.327315678442858,Medium
437,0,0,CADC0884,5,790,159,0.288015008490566,0.139294757541433,0.3732221289546388,-0.8710801697596495,0.8774773659439528,1,1,1,9,20,0.0004202780622952,0.0001126693806267,3950,795,0.0001763224779005,0.0008760676574932,72.22812900262181,27.771870997378187,Medium
438,0,1,CADC0884,5,810,163,0.2595784530674846,0.0662459968781287,0.2573829770558432,-1.2978124406800913,0.5784887613088646,2,1,1,16,32,0.0001713725958759,6.848408545782116e-05,4050,815,8.178518133102308e-05,0.0004064171587615,81.50088152620448,18.49911847379552,Low
439,0,1,CADC0884,5,860,173,0.2827022401734104,0.0865858591608411,0.2942547521465731,-1.2411028591953115,0.6616351810580091,1,1,1,31,47,0.0002093609788434,5.921448451010242e-05,4300,865,0.0001006812315823,0.0005004962957274,78.80955000498459,21.190449995015413,Medium
440,0,0,CADC0884,5,715,144,0.351028160625,0.1746382421458679,0.4178974062444848,-1.0954339063414895,0.7471798121176594,1,1,1,13,24,0.0005709533219439,0.0001348944042712,3575,720,0.0002442492897145,0.0012127655704574,69.09567001694359,30.904329983056414,Medium
441,0,1,CADC0884,5,805,162,0.2871934913580247,0.1217650626298453,0.3489485099980302,-1.1905116097809394,0.7031303142338738,1,1,1,13,24,0.0003095395772001,4.9311143499375e-05,4025,810,0.0001512609473662,0.0007516361890731,74.75223170832301,25.24776829167699,Medium
442,0,1,CADC0884,5,825,166,0.2730763031325302,0.1028174698240784,0.3206516331224253,-1.2632163472202456,0.6439808293008952,1,1,1,10,26,0.000249485465074,6.76796832106975e-05,4125,830,0.0001246272361503,0.0006193823483378,77.02788853437269,22.972111465627307,Medium
443,1,1,CADC0873,1,289,290,-1.071573578275862e-05,2.7219739244729657e-10,1.649840575471753e-05,-1.4115365863417595,-0.0219577861282977,2,2,2,1,8,1.571154089659222e-12,2.8603939668623684e-12,289,290,9.418594894370125e-13,9.386116980941261e-13,95.56084991536665,4.439150084633354,Low
